File,Section,Flags,Clauses 
JR 17 Hamburg GmbH anno.jsonl,"§ 13 Ankaufsrecht 1. 
Ein Gesellschafter, der seine Geschäftsanteile ganz oder teilweise veräußern will, hat sie zunächst den übrigen Gesellschaftern schriftlich zum Erwerb anzubieten. 
Hierfür gilt: a) Jeder Gesellschafter hat das Recht, diese zu erwerben, wenn er seine Erwerbsbereitschaft innerhalb eines Monats nach Zugang des Angebots schriftlich erklärt, b) das Erwerbsrecht kann nur insgesamt ausgeübt werden. Üben mehrere Gesellschafter das Erwerbsrecht aus, so sind sie entsprechend § 472 BGB erwerbsberechtigt, intern im Verhältnis ihrer Beteiligung am Stammkapital der Gesellschaft, wenn sie sich nicht anders einigen; ein unteilbarer Spitzenbetrag wird ggf. per Losentscheid zugewiesen, c) die Übertragung der Geschäftsanteile hat innerhalb eines Monats nach Ausübung des Erwerbsrechts zu erfolgen, d) der Erwerbspreis und seine Bezahlung richten sich nach § 16 der Satzung. 
Wird zu für den Erwerber günstigeren Bedingungen verkauft oder ist dies beabsichtigt, so sind diese auch den Erwerbsberechtigten anzubieten, e) soweit hier etwas nicht ausdrücklich geregelt ist, gelten ergänzend die gesetzlichen Bestimmungen über Vorkaufsrechte. 2. 
Erklärt kein Gesellschafter fristgerecht seine Erwerbsbereitschaft oder gerät der Erwerbsberechtigte in Annahmeverzug, kann die Gesellschaft die Übertragung auf sich oder eine von ihr benannte Person (Mitgesellschafter oder Dritte) verlangen. 
Die Gesellschafterversammlung beschließt darüber mit einer Mehrheit von 75% der abgegebenen Stimmen unter Ausschluss des anbietenden Gesellschafters. 
Die Ausübung und ggf. die Benennung hat zu erfolgen binnen eines Monats nach Kenntnis der Gesellschaft von ihrem Erwerbsrecht. 
Mit dieser Ausübung oder Benennung durch die Gesellschaft entfällt das Erwerbsrecht des in Annahmeverzug geratenen Erwerbsberechtigten, wenn nicht vor dieser Ausübung oder Benennung die Übertragung auf den nach Absatz 1 Erwerbsberechtigten rechtswirksam wurde. 3. 
Wird das Ankaufsrecht nicht ausgeübt, so haben die Gesellschafter der dann erfolgenden Anteilsveräußerung zuzustimmen, sofern nicht wichtige Gründe in der Person des Erwerbers entgegenstehen. 
Dies gilt nur, soweit die Anteilsveräußerung innerhalb einer Frist von sechs Monaten vorgenommen wird, nachdem die Nichtausübung des Ankaufsrechts durch die Gesellschafter bzw. die Nichtausübung der Anordnung der Übertragung des Gesellschaftsanteils auf die Gesellschaft oder eine von dieser benannten Person durch die Gesellschaft feststeht, und soweit die Übertragung nicht zu Bedingungen stattfindet, die für den Erwerber günstiger sind. 4. 
Die Ankaufsrechte nach Absätze 1 und 2 bestehen nicht bei Veräußerungen an andere Gesellschafter.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
JR 17 Hamburg GmbH anno.jsonl,"§ 14 Kündigung, Austritt 1. 
Jeder Gesellschafter kann mit einer Frist von sechs Monaten zum Ende eines Geschäftsjahres (= Kündigungstermin) die Gesellschaft kündigen oder — mit denselben Rechtswirkungen — seinen Austritt aus der Gesellschaft erklären. 
Die Kündigung oder der Austritt sind jeweils frühestens zum 31.12.2025 möglich. 
Die Kündigungs- oder Austrittserklärung hat schriftlich an die Gesellschaft zu erfolgen. 
Das Recht zur Kündigung oder zum Austritt aus wichtigem Grund bleibt unberührt, ist also auch zu einem früheren Termin zulässig. 2. 
Die Kündigung kann von einem oder mehreren übrigen Gesellschaftern zum Anlass genommen werden, ihrerseits die Gesellschaft zu kündigen. 
Hierfür gilt eine um einen Monat verkürzte Kündigungsfrist. 3. 
Kündigt ein Gesellschafter die Gesellschaft, so wird sie durch die übrigen Gesellschafter fortgeführt, wenn diese nicht innerhalb von drei Monaten nach dem Zugang der Kündigung die Auflösung beschließen. 
In letzterem Fall nimmt der kündigende Gesellschafter an der Liquidation teil; ansonsten scheidet er aus der Gesellschaft gemäß nachstehenden Bestimmungen aus. 4. 
Die Gesellschaft kann die Geschäftsanteile des ausscheidenden Gesellschafters nach § 15 einziehen oder ihre Übertragung auf sich oder eine von ihr benannte Person (Mitgesellschafter oder Dritte) verlangen. 
Die Gesellschafterversammlung beschließt darüber mit einer Mehrheit von 75% der abgegebenen Stimmen unter Ausschluss des ausscheidenden Gesellschafters. 
Der Abtretungsempfänger hat dafür eine Abfindung nach Maßgabe von § 16 zu bezahlen. 5. 
Die Gesellschaft hat die Geschäftsanteile des ausscheidenden Gesellschafters bis zum Kündigungstermin zu übernehmen; im Falle einer außerordentlichen Kündigung binnen drei Monaten nach der Kündigung. 
Wird ihr Übernahmerecht nicht fristgemäß ausgeübt, so ist der kündigende Gesellschafter befugt, seine Geschäftsanteile ohne Zustimmung nach § 12 und ohne Erwerbsrecht nach § 13 frei zu veräußern. 
Solange auch dies nicht erfolgt, bleibt daneben das Übernahmerecht der Gesellschaft nach Abs. 4 bestehen. 
Nach seiner Wahl kann der ausscheidende Gesellschafter dann auch die Einziehung seiner Geschäftsanteile verlangen. 
Ist eine Einziehung nach allgemeinen Grundsätzen unzulässig (z. 
B. bei zu geringem Vermögen der Gesellschaft), so ist dann die Gesellschaft aufzulösen. 6. 
Das Stimmrecht eines Gesellschafters, der die Gesellschaft gekündigt hat, ruht ab dem Zugang seiner Kündigung bei der Gesellschaft. 
Das Ausscheiden/die Übertragung seiner Geschäftsanteile hat zu erfolgen mit Wirkung zum Kündigungstermin, unabhängig von der Bezahlung der Abfindung.",Green Flag,"Kündigung, Kündigung"
JR 17 Hamburg GmbH anno.jsonl,"§ 15 Einziehung von Geschäftsanteilen 1. 
Die Einziehung von Geschäftsanteilen kann beschlossen werden, wenn der betroffene Gesellschafter zustimmt oder wenn einer der folgenden Fälle vorliegt: a) über sein Vermögen ein lnsolvenzverfahren eröffnet wird, über einen Antrag auf Eröffnung eines Insolvenzverfahrens ist nicht binnen zwei Monaten entschieden oder die Eröffnung wird mangels Masse abgelehnt, b) er die Richtigkeit seines Vermögensverzeichnisses nach § 807 ZPO an Eides Statt zu versichern hat, c) eine Zwangsvollstreckung in seinen Geschäftsanteil betrieben wird und die Zwangsvollstreckungsmaßnahmen nicht binnen zwei Monaten seit ihrem Beginn wieder aufgehoben werden, d) er kündigt oder seinen Austritt aus der Gesellschaft erklärt, e) ein Geschäftsanteil auf einen anderen Inhaber übergeht (egal aus welchem Rechtsgrund), ohne dass entweder eine diesen Übergang einschließlich der Person des Erwerbers unmittelbar zulassende Regelung dieses Gesellschaftsvertrages erfüllt ist (insbesondere gemäß § 12 und 16) oder die Gesellschafterversammlung entsprechend § 12 diesem konkreten Übergang einschließlich der Person des Erwerbers schriftlich zugestimmt haben. 
Eine Einziehung ist insbesondere auch möglich, wenn ein Geschäftsanteil im Wege der Zwangsvollstreckung auf einen anderen Inhaber übergegangen ist. 
Die Zustimmung zu einer Verpfändung des Geschäftsanteils schließt dieses Einziehungsrecht nicht aus, wenn der verpfändete Geschäftsanteil später verwertet wird und dabei auf einen anderen Inhaber übergeht, der die Voraussetzungen des Abs. 1 nicht erfüllt, f) bei einer juristischen Person oder einer Gesellschaft, wenn deren Auflösung beschlossen wird oder die Auflösung bzw. 
Liquidation aus sonstigen beliebigen Gründen erfolgt oder deren zum Zeitpunkt ihres Beitritts in die vorliegende GmbH bei ihr herrschende Gesellschafter seine herrschende Mehrheit verliert (egal auf welche Weise) und die neue herrschende Mehrheit anderen Personen zusteht als solchen, an die nach § 12 eine unmittelbare Übertragung von Geschäftsanteilen zulässig wäre, also bei jeder Form eines mittelbaren Übergangs der Anteile an der vorliegenden GmbH unter Umgehung der Regelung in § 12, g) in seiner Person ein wichtiger Grund vorliegt, der die Ausschließung rechtfertigt; ein solcher Grund liegt vor, wenn ein weiteres Verbleiben des Gesellschafters in der Gesellschaft für diese untragbar ist, insbesondere wenn der Gesellschafter eine ihm nach dem Gesellschaftsvertrag obliegende wesentliche Verpflichtung vorsätzlich oder aus grober Fahrlässigkeit verletzt oder sonst durch sein Verhalten die Gesellschaftsinteressen erheblich schädigt. 2. 
Jeder Gesellschafter ist verpflichtet, die Gesellschaft unverzüglich schriftlich zu unterrichten, wenn in seiner Person ein solcher Fall vorliegt oder vorzuliegen droht. 3. 
Steht ein Geschäftsanteil mehreren Berechtigten zu, so kann die Einziehung auch dann beschlossen werden, wenn die oben genannten Voraussetzungen nur bei einem der Berechtigten vorliegen. 4. 
Statt der Einziehung kann beschlossen werden, dass der Anteil auf die Gesellschaft oder auf eine oder mehrere von ihr benannte Personen zu übertragen ist. 5. 
Die Beschlussfassung erfolgt mit einer Mehrheit von 75% der abgegebenen Stimmen. 
Der betroffene Gesellschafter hat hierbei kein Stimmrecht. 6. 
Der ausscheidende Gesellschafter erhält abweichend von § 16 eine Abfindung in Höhe von in Höhe von 60% des Verkehrswertes seiner Beteiligung gem. der Jahresbilanz für das letzte in oder vor dem Zeitpunkt des Ausscheidens abgeschlossene Geschäftsjahr. 
Die Abfindung ist in drei gleichen Raten jeweils jährlich, beginnend 6 Monate nach dem Ausschlussstichtag zu zahlen. 
Weitere Ansprüche des ausscheidenden Gesellschafters — gleich welcher Art - sind ausgeschlossen. 7. 
Die EinziehungNerpflichtung zur Abtretung wird unabhängig von der Bezahlung der Abfindung mit der Erklärung der Einziehung/der Bekanntgabe des Einziehungsbeschlusses wirksam.","Green Flag, Green Flag","Einziehung, Einziehung"
JR 17 Hamburg GmbH anno.jsonl,"§ 16 Abfindung eines Gesellschafters 1. 
Ein ausscheidender Gesellschafter erhält eine Abfindung, die zu ermitteln ist wie folgt: a) Der Verkehrswert seines Geschäftsanteils ist durch einen Schiedsgutachter gemäß § 317 BGB für alle Beteiligten verbindlich zu bestimmen. 
Er hat auch die angemessene Bewertungsmethode nach seinem Ermessen unter Berücksichtigung des IDW Standards: Grundzüge zur Durchführung von Unternehmensbewertungen (IDW S 1) zu bestimmen. 
Ein Firmenwert ist jedoch nicht in Ansatz zu bringen. b) Der Schiedsgutachter kann nach seinem Ermessen den Wert der Wirtschaftsgüter selbst bestimmen oder für die Bewertung einzelner Wirtschaftsgüter weitere Gutachter einbeziehen. 
Soweit sich die Beteiligten auf Wertansätze einigen, ist der Schiedsgutachter an diese Werte gebunden. c) Bewertungszeitpunkt ist der mit dem Ausscheiden zusammenfallende Bilanzstichtag, sonst der vorausgehende Bilanzstichtag. d) Von diesem Verkehrswert ist ein Abschlag von 20% vorzunehmen. 
Abfindungsbetrag ist der so ermittelte Wert des Geschäftsanteils nach Abzug dieses 20%igen Abschlags. 2. 
Schiedsgutachter soll der im Zeitpunkt des Ausscheidens des betreffenden Gesellschafters für die Gesellschaft tätige Wirtschaftsprüfer oder Steuerberater sein. 
Will ihm ein Beteiligter (ein Gesellschafter oder die Gesellschaft) den Auftrag zu dieser Tätigkeit erteilen, so hat er dies allen Gesellschaftern und der Gesellschaft schriftlich mit einer Frist von einem Monat anzuzeigen. 
Innerhalb dieser Monatsfrist kann jeder Beteiligte den Wirtschaftsprüfer oder Steuerberater als Schiedsgutachter ohne Angabe von Gründen ablehnen. 
Lehnt der Wirtschaftsprüfer oder Steuerberater selbst oder — innerhalb dieser Monatsfrist — ein Beteiligter ab, so ist ein anderer Schiedsgutachter zu wählen. 
Einigen sich die Gesellschafter dann nicht binnen eines weiteren Monats auf einen anderen Schiedsgutachter mit der Qualifikation Wirtschaftsprüfer, so ist dieser auf Antrag eines Beteiligten durch die für den Sitz der Gesellschaft zuständige Industrie- und Handelskammer zu bestimmen. Über seine Kosten soll der Schiedsgutachter entsprechend der Regelung der § 91 if. 
ZPO entscheiden. 3. 
Die Abfindung ist in drei gleichen Jahresraten zu bezahlen. 
Die erste Rate ist sechs Monate nach dem Ausscheidungsstichtag fällig. 
Die weiteren Raten sind jeweils in den darauffolgenden Jahren an dem Tage fällig, der dem Datum der Fälligkeit der ersten Rate entspricht. 
Die Raten sind ab dem Zeitpunkt der Fälligkeit der ersten Rate mit zwei Prozentpunkten über dem jeweiligen Basiszinssatz jährlich zu verzinsen. 
Die Zinsen sind jeweils mit der Rate zu entrichten. 
Eine frühere Zahlung der Abfindung ist ganz oder teilweise zulässig. 
Es besteht kein Anspruch auf Ersatz der dadurch ausgefallenen Zinsen. 4. 
Der ausscheidende Gesellschafter kann keine Sicherheit verlangen. 5. Änderungen der Jahresabschlüsse, die sich nach dem Ausscheiden des betreffenden Gesellschafters ergeben, insbesondere aufgrund einer Buch- oder Betriebsprüfung, bleiben ohne Einfluss auf die Höhe des Abfindungsguthabens. 
VII.Sonstiges .","Green Flag, Green Flag","Abfindung, Abfindung"
JR 17 Hamburg GmbH anno.jsonl,"§ 17 Wettbewerbsverbot . 
Die Gesellschafter und die Geschäftsführer können durch Gesellschafterbeschuss vom Wettbewerbsverbot befreit werden, der den Umfang der Befreiung und die Frage einer hierfür zu leistenden Entschädigung festzulegen hat. 2. 
Die Gründungsgesellschafter sind als Gesellschafter und Geschäftsführer von jedem Wettbewerbsverbot befreit.",Green Flag,"Wettbewerb, Wettbewerb"
JR 17 Hamburg GmbH anno.jsonl,"§ 18 Zugang schriftlicher Erklärungen Für alle insbesondere in diesem Vertrag vorgesehenen schriftlichen Mitteilungen und Erklärungen — der Gesellschaft an Gesellschafter, — der Gesellschafter an die Gesellschaft und — der Gesellschafter untereinander gilt jeweils: a) Jeder Gesellschafter hat der Gesellschaft die Anschrift anzugeben, unter der ihm gegenüber schriftliche Mitteilungen und Erklärungen aller Art abzugeben sind. 
Er hat jede Änderung dieser Anschrift unverzüglich mitzuteilen, b) Erklärungen an die Gesellschafter sind an die der Gesellschaft zuletzt nach lit, a) angegebenen Anschriften der Gesellschafter zu richten, c) ist für Erklärungen eine Frist bestimmt, so genügt zur Wahrung der Frist die rechtzeitige Aufgabe des Briefes zur Post an die angegebene Anschrift, d) die schriftlichen Mitteilungen und Erklärungen sind entweder gegen Empfangsbekenntnis zu übergeben oder per Einwurf-Einschreiben zu übersenden.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
JR 17 Hamburg GmbH anno.jsonl,§ 19 Bekanntmachungen Die Bekanntmachungen der Gesellschaft erfolgen nur im Bundesanzeiger.,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
JR 17 Hamburg GmbH anno.jsonl,"§ 20 Salvatorische Klausel Sollten einzelne Bestimmungen dieser Satzung ganz oder teilweise unwirksam sein oder werden, so wird die Wirksamkeit der Satzung im Übrigen hierdurch nicht berührt. 
Die unwirksame, nichtige oder anfechtbare Bestimmung ist so umzudeuten oder durch Satzungsänderung zu ändern bzw. zu ergänzen, dass der damit verfolgte Zweck im Rahmen der gesetzlichen Bestimmungen soweit wie möglich erreicht wird. 
Dasselbe gilt bei Vorhandensein von Lücken.",Green Flag,"Salvatorische Klausel, Salvatorische Klausel"
JR 17 Hamburg GmbH anno.jsonl,"§ 21 Gründungsaufwand Der Gründungsaufwand (Kosten für Notar und Gericht sowie evtl. 
Genehmigungen, Anwalt, Steuerberater) wird von der Gesellschaft bis zu einem Gesamtbetrag von EUR 2.500,— übernommen. 
Ein darüber hinausgehender Gründungsaufwand wird von den Gesellschaftern im Verhältnis ihrer Gesellschaftsbeteiligungen getragen.",Green Flag,"Kosten, Kosten"
Kiez Alm Gastro GmbH anno.jsonl,GESELLSCHAFTSVERTRAG der Kiez Alm Gastro GmbH,,TITEL
Kiez Alm Gastro GmbH anno.jsonl,"§ 1 Firma, Sitz ( 1) Die Firm a der Gesellschaft lautet: Kiez Alm Gastro GmbH (2) Sitz der Gesellschaft ist Hamburg.",,"Firma, Firma, Sitz, Sitz"
Kiez Alm Gastro GmbH anno.jsonl,"§2 Dauer, Geschaftsjahr 
(1) Die Gesellschaft beginnt mit ihrer Eintragung in das Handelsregister. Sie ist auf unbe­ stimmte Zeit errichtet. 
(2) Das Geschaftsjahr der Gesellschaft lauft vom 1. Januar eines Jahres bis zum 31. De­zember des Jahres. 
Das erste Geschaftsjahr beginnt als Rumpfgeschaftsjahr mit der Eintragung der Gesellschaft in das Handelsregister und endet am 31.12.2023.",Orange Flag,"Geschäftsjahr, Dauer, Dauer, Geschäftsjahr"
Kiez Alm Gastro GmbH anno.jsonl,"§3 Gegenstand des Unternehmens (1) Gegenstand des Unternehmens ist der Betrieb einer gastronomischen Einrichtung, ins­ besondere aber nicht ausschlief1Iich unter den Namen Kiez Alm, Rock Alm und Creque Alm und alle damit im Zusammenhang stehenden Tatigkeiten. (2) Die Gesellschaft ist berechtigt, alle Geschafte zu tatigen, die dem Gesellschaftszweck unmittelbar und mittelbar dienen, soweit sie nicht einer besonderen Erlaubnis bedOrfen.",RED FLAG,"Gegenstand, Gegenstand"
Kiez Alm Gastro GmbH anno.jsonl,"§4 Stammkapital, Stammeinlagen (1) Das Stammkapital der Gesellschaft betragt EUR 25.000,00. (2) Von dem Stammkapital haben Obernommen: a) Frau Christin von Jackowski, geb. 
Brinkmann (geb. 24.09.1989), Auenweg 12, 22858 Norderstedt, b) c) d) den Geschaftsanteil Nr. 1 in Hohe von € 10.000,00 die lepus GmbH, Hindenburgstraf1e 15e, 23879 Molin, AG LO beck HRB 21097 HL, den Geschaftsanteil Nr. 2 in Hohe von die TH Beteiligungs GmbH, Neu-Galliner-Ring 22a, 19258 Gallin, AG Schwerin HRS 13190, den Geschaftsanteil Nr. 3 in Hohe von die RM Projekt- und Beteiligungs GmbH, Oberer Landweg 53, 21035 Hamburg, AG Hamburg HRB , den Geschaftsanteil Nr. 4 in Hohe von € 5.000,00 € 5.000,00 € 5.000,00 € 25.000,00 --------- --------- Die Geschaftsanteile sind jeweils zur Halfte sofort in bar einzuzahlen. 
Der 0brige Betrag ist auf erste Anforderung der Gesellschaft sofort zu leisten.",RED FLAG,"Stammkapital, Stammkapital, Stammeinlagen, Stammeinlagen"
Kiez Alm Gastro GmbH anno.jsonl,"§5 Geschaftsfuhrung (1) Die Gesellschaft hat einen oder mehrere GeschaftsfOhrer, die von der Gesellschafterver­ sammlung bestellt und abberufen werden. (2) Die Geschaftsfuhrer sind verpflichtet, die Geschafte der Gesellschaft in Obereinstimmung mit dem Gesetz, mit diesem Gesellschaftsvertrag sowie den Beschl0ssen der Gesellschaf­ terversammlung zu fOhren. 
Durch eine von der Gesellschafterversammlung beschlossene Geschaftsordnung kann der Umfang der GeschaftsfOhrungsbefugnis, insbesondere die Zustandigkeitsverteilung bei mehreren GeschaftsfOhrern und die Mitwirkung mehrerer Ge­ schaftsfOhrer bei Geschaftsf0hrungsmaf1nahmen, geregelt werden. (3) Die GeschaftsfOhrer bedOrfen fur Geschafte, die Ober den gewohnlichen Geschaftsbetrieb der Gesellschaft hinausgehen, der Zustimmung der Gesellschafterversammlung.",Orange Flag,"Geschäftsführung, Geschäftsführung"
Kiez Alm Gastro GmbH anno.jsonl,"§6 Vertretung der Gesellschaft (1) Die Gesellschaft wird, wenn nur ein GeschaftsfOhrer vorhanden ist, durch diesen allein vertreten. 
Sind mehrere GeschaftsfOhrer vorhanden, so wird sie durch zwei GeschaftsfOh­ rer gemeinschaftlich oder durch einen GeschaftsfOhrer gemeinsam mit einem Prokuristen vertreten. (2) Durch Beschluss der Gesellschafterversammlung kann auch bei Vorhandensein mehrerer GeschaftsfOhrer einem oder mehreren von ihnen Einzelvertretungsbefugnis erteilt werden. (3) Durch Beschluss der Gesellschafterversammlung kann einem oder mehreren Geschafts­ fOhrern Befreiung von den Beschrankungen des § 181 8GB erteilt werden. (4) Die vorstehende Regelung gilt auch fur Liquidatoren.",Orange Flag,"Vertretung, Vertretung"
